evalNum,bestEvalValue
0,489938.257340348
100,385209.0935927991
200,291435.56661367987
300,325422.25740811904
400,325422.25740811904
500,282434.32279448234
600,282434.32279448234
700,282434.32279448234
800,187269.65847843097
900,214007.55271232483
1000,135152.77483589415
1100,193291.3315757108
1200,173602.01746859905
1300,173602.01746859905
1400,173602.01746859905
1500,173602.01746859905
1600,126672.73095235102
1700,126672.73095235102
1800,126672.73095235102
1900,126672.73095235102
2000,99188.00212581748
2100,99188.00212581748
2200,80412.8366645916
2300,80412.8366645916
2400,80412.8366645916
2500,80412.8366645916
2600,80412.8366645916
2700,80412.8366645916
2800,80412.8366645916
2900,80412.8366645916
3000,80412.8366645916
3100,48034.388620244485
3200,48034.388620244485
3300,48034.388620244485
3400,48034.388620244485
3500,40095.74021718809
3600,40095.74021718809
3700,52530.79458069308
3800,52530.79458069308
3900,52530.79458069308
4000,37624.17150798877
4100,37624.17150798877
4200,37624.17150798877
4300,37624.17150798877
4400,37624.17150798877
4500,40737.834838266004
4600,31462.195936412558
4700,26605.875115412735
4800,26135.433429466248
4900,26135.433429466248
5000,26135.433429466248
5100,21230.479675736293
5200,21230.479675736293
5300,21230.479675736293
5400,21139.623735723835
5500,14903.94273706354
5600,14903.94273706354
5700,14903.94273706354
5800,17173.65097033771
5900,17173.65097033771
6000,15926.658215382917
6100,15926.658215382917
6200,15926.658215382917
6300,15926.658215382917
6400,15926.658215382917
6500,15926.658215382917
6600,15926.658215382917
6700,15926.658215382917
6800,15926.658215382917
6900,15926.658215382917
7000,11514.703469058557
7100,11514.703469058557
7200,11514.703469058557
7300,11514.703469058557
7400,10290.90868705674
7500,10290.90868705674
7600,9291.346792633847
7700,9291.346792633847
7800,8206.47636479299
7900,8206.47636479299
8000,8206.47636479299
8100,8373.123460334577
8200,8373.123460334577
8300,5824.160175134356
8400,5824.160175134356
8500,6952.9624845390335
8600,6669.330419122927
8700,6669.330419122927
8800,6669.330419122927
8900,6669.330419122927
9000,6669.330419122927
9100,5284.30355865606
9200,5284.30355865606
9300,5284.30355865606
9400,5284.30355865606
9500,5297.940016395739
9600,3128.680836939159
9700,3128.680836939159
9800,3008.6691187310553
9900,3008.6691187310553
10000,3008.6691187310553
10100,2917.6256551109054
10200,2917.6256551109054
10300,2917.6256551109054
10400,2917.6256551109054
10500,2917.6256551109054
10600,2780.1244403977034
10700,2780.1244403977034
10800,2780.1244403977034
10900,2780.1244403977034
11000,2438.769043547227
11100,2438.769043547227
11200,2438.769043547227
11300,2438.769043547227
11400,1647.7006639176466
11500,1647.7006639176466
11600,1647.7006639176466
11700,1647.7006639176466
11800,1647.7006639176466
11900,1647.7006639176466
12000,1647.7006639176466
12100,1647.7006639176466
12200,1291.9698764784328
12300,1284.0642741531772
12400,1284.0642741531772
12500,1284.0642741531772
12600,841.6494761670979
12700,841.6494761670979
12800,841.6494761670979
12900,841.6494761670979
13000,841.6494761670979
13100,841.6494761670979
13200,1001.5937678710869
13300,905.3741625048838
13400,905.3741625048838
13500,905.3741625048838
13600,905.3741625048838
13700,905.3741625048838
13800,710.7880156464267
13900,710.7880156464267
14000,710.7880156464267
14100,710.7880156464267
14200,710.7880156464267
14300,710.7880156464267
14400,710.7880156464267
14500,710.7880156464267
14600,710.7880156464267
14700,487.87012549848424
14800,487.87012549848424
14900,487.87012549848424
15000,487.87012549848424
15100,487.87012549848424
15200,487.87012549848424
15300,332.9435036368977
15400,332.9435036368977
15500,332.9435036368977
15600,332.9435036368977
15700,332.9435036368977
15800,281.00524846200364
15900,281.00524846200364
16000,267.7366251334746
16100,267.7366251334746
16200,267.7366251334746
16300,267.7366251334746
16400,267.7366251334746
16500,267.7366251334746
16600,267.7366251334746
16700,267.7366251334746
16800,241.84462054173468
16900,241.84462054173468
17000,241.84462054173468
17100,241.84462054173468
17200,207.72586306501907
17300,207.72586306501907
17400,207.72586306501907
17500,195.8070703326135
17600,195.8070703326135
17700,167.4538116123588
17800,195.8070703326135
17900,195.8070703326135
18000,182.96140468474573
18100,160.65227411369614
18200,149.79575757133662
18300,126.13658634863923
18400,126.13658634863923
18500,126.13658634863923
18600,126.13658634863923
18700,126.13658634863923
18800,140.43367055628835
18900,109.37013137653068
19000,90.37249166693
19100,90.37249166693
19200,90.37249166693
19300,90.37249166693
19400,59.483832912261974
19500,59.483832912261974
19600,59.483832912261974
19700,59.483832912261974
19800,41.490066846043966
19900,41.490066846043966
20000,41.490066846043966
20100,41.490066846043966
20200,41.490066846043966
20300,41.490066846043966
20400,41.490066846043966
20500,41.490066846043966
20600,41.490066846043966
20700,41.490066846043966
20800,41.490066846043966
20900,41.490066846043966
21000,41.490066846043966
21100,41.490066846043966
21200,41.490066846043966
21300,35.09307520461763
21400,32.656785647102076
21500,32.656785647102076
21600,32.656785647102076
21700,26.463584755819763
21800,26.463584755819763
21900,20.896238767065924
22000,20.896238767065924
22100,20.334232987210996
22200,20.334232987210996
22300,20.334232987210996
22400,20.334232987210996
22500,20.334232987210996
22600,20.334232987210996
22700,20.334232987210996
22800,20.334232987210996
22900,20.334232987210996
23000,20.334232987210996
23100,20.334232987210996
23200,20.334232987210996
23300,20.334232987210996
23400,19.443429233335163
23500,17.979608086815013
23600,17.979608086815013
23700,17.979608086815013
23800,17.979608086815013
23900,14.199033380099062
24000,14.199033380099062
24100,14.199033380099062
24200,10.486336647973053
24300,10.486336647973053
24400,10.486336647973053
24500,10.486336647973053
24600,10.486336647973053
24700,10.486336647973053
24800,10.486336647973053
24900,12.289142824992897
25000,4.916808420231343
25100,4.916808420231343
25200,4.916808420231343
25300,4.916808420231343
25400,4.916808420231343
25500,4.916808420231343
25600,6.657816107857034
25700,6.657816107857034
25800,6.657816107857034
25900,5.697998156650185
26000,3.5333787067675257
26100,6.657816107857034
26200,6.462622876998151
26300,6.462622876998151
26400,6.462622876998151
26500,4.841614236841516
26600,4.841614236841516
26700,3.9848970101222805
26800,4.841614236841516
26900,4.841614236841516
27000,4.841614236841516
27100,4.367736337901834
27200,3.456850819114413
27300,3.456850819114413
27400,3.2105457827842567
27500,3.2105457827842567
27600,3.2105457827842567
27700,3.456850819114413
27800,2.123359090109703
27900,2.123359090109703
28000,2.123359090109703
28100,2.123359090109703
28200,2.123359090109703
28300,2.123359090109703
28400,2.4380750789984926
28500,2.4380750789984926
28600,2.4380750789984926
28700,1.7003288257346885
28800,1.7003288257346885
28900,1.7003288257346885
29000,1.7003288257346885
29100,1.7003288257346885
29200,1.7003288257346885
29300,1.7003288257346885
29400,1.6215854503431688
29500,1.6215854503431688
29600,1.5578429079387783
29700,0.8491045381768891
29800,0.8491045381768891
29900,0.8491045381768891
30000,0.8491045381768891
30100,0.8491045381768891
30200,0.8491045381768891
30300,0.8491045381768891
30400,0.8491045381768891
30500,0.8491045381768891
30600,0.8491045381768891
30700,0.8491045381768891
30800,0.8491045381768891
30900,0.8491045381768891
31000,0.8491045381768891
31100,0.8157251741694487
31200,0.8157251741694487
31300,0.6648111438358156
31400,0.6648111438358156
31500,0.6648111438358156
31600,0.6648111438358156
31700,0.8157251741694487
31800,0.8157251741694487
31900,0.7127067541106124
32000,0.7127067541106124
32100,0.7127067541106124
32200,0.7127067541106124
32300,0.7127067541106124
32400,0.5239850259397131
32500,0.5239850259397131
32600,0.5239850259397131
32700,0.5239850259397131
32800,0.5239850259397131
32900,0.5239850259397131
33000,0.449343835928421
33100,0.5239850259397131
33200,0.5225185535670778
33300,0.4215401015030064
33400,0.47703285048634914
33500,0.47703285048634914
33600,0.47703285048634914
33700,0.47703285048634914
33800,0.44618245713100063
33900,0.44618245713100063
34000,0.44618245713100063
34100,0.3210493795959391
34200,0.3210493795959391
34300,0.3210493795959391
34400,0.3210493795959391
34500,0.3210493795959391
34600,0.3210493795959391
34700,0.3210493795959391
34800,0.3210493795959391
34900,0.3210493795959391
35000,0.3005194916644028
35100,0.3005194916644028
35200,0.3005194916644028
35300,0.3005194916644028
35400,0.3005194916644028
35500,0.3005194916644028
35600,0.3005194916644028
35700,0.2798220835127563
35800,0.2631131957189482
35900,0.2631131957189482
36000,0.2631131957189482
36100,0.2631131957189482
36200,0.2631131957189482
36300,0.2631131957189482
36400,0.2631131957189482
36500,0.2631131957189482
36600,0.2631131957189482
36700,0.2631131957189482
36800,0.2627002069924377
36900,0.22592631782693368
37000,0.22592631782693368
37100,0.22311031330008896
37200,0.22311031330008896
37300,0.20724543054919178
37400,0.19940839348975967
37500,0.19940839348975967
37600,0.19940839348975967
37700,0.19940839348975967
37800,0.19189915688827194
37900,0.19189915688827194
38000,0.19189915688827194
38100,0.16053499286235942
38200,0.16053499286235942
38300,0.16053499286235942
38400,0.16053499286235942
38500,0.16053499286235942
38600,0.16053499286235942
38700,0.16053499286235942
38800,0.15659408596420032
38900,0.15656504914483318
39000,0.12079327991077106
39100,0.12079327991077106
39200,0.12079327991077106
39300,0.12079327991077106
39400,0.12079327991077106
39500,0.11904331887366584
39600,0.11904331887366584
39700,0.11904331887366584
39800,0.11904331887366584
39900,0.10189436369127251
40000,0.10189436369127251
40100,0.09381708154682122
40200,0.09381708154682122
40300,0.09381708154682122
40400,0.09381708154682122
40500,0.08945902761025958
40600,0.08278507868048404
40700,0.08278507868048404
40800,0.08278507868048404
40900,0.08278507868048404
41000,0.08239176593545272
41100,0.08239176593545272
41200,0.08200507854883755
41300,0.08200507854883755
41400,0.06807042197479263
41500,0.056316135580998475
41600,0.06807042197479263
41700,0.06807042197479263
41800,0.0654846518364561
41900,0.06349277734580505
42000,0.06349277734580505
42100,0.058308124192425384
42200,0.058308124192425384
42300,0.058308124192425384
42400,0.04372129303380979
42500,0.04372129303380979
42600,0.04372129303380979
42700,0.03435499857761559
42800,0.03435499857761559
42900,0.03435499857761559
43000,0.03435499857761559
43100,0.03435499857761559
43200,0.03343201628764962
43300,0.03343201628764962
43400,0.03239877927286167
43500,0.03239877927286167
43600,0.03239877927286167
43700,0.03343201628764962
43800,0.025615474151595125
43900,0.025615474151595125
44000,0.025615474151595125
44100,0.02380093379955928
44200,0.02307751965343297
44300,0.02307751965343297
44400,0.021859916456777415
44500,0.021962463940801622
44600,0.021962463940801622
44700,0.01589978946699115
44800,0.01589978946699115
44900,0.01589978946699115
45000,0.015456563154814246
45100,0.015456563154814246
45200,0.015456563154814246
45300,0.015456563154814246
45400,0.015456563154814246
45500,0.015456563154814246
45600,0.015456563154814246
45700,0.015456563154814246
45800,0.015456563154814246
45900,0.015493613542418627
46000,0.013332188233380473
46100,0.013332188233380473
46200,0.010822277797792289
46300,0.010822277797792289
46400,0.010822277797792289
46500,0.01034520451445923
46600,0.01034520451445923
46700,0.009851664313537989
46800,0.009851664313537989
46900,0.009851664313537989
47000,0.009442625378106813
47100,0.009442625378106813
47200,0.009442625378106813
47300,0.007826666546503155
47400,0.00793573717581487
47500,0.00793573717581487
47600,0.00793573717581487
47700,0.00793573717581487
47800,0.00793573717581487
47900,0.00793573717581487
48000,0.006884473277312671
48100,0.006884473277312671
48200,0.006884473277312671
48300,0.006884473277312671
48400,0.005773208544586674
48500,0.005773208544586674
48600,0.005773208544586674
48700,0.005773208544586674
48800,0.005773208544586674
48900,0.0054950516206813665
49000,0.0054950516206813665
49100,0.0054950516206813665
49200,0.0054950516206813665
49300,0.005346028575951413
49400,0.005346028575951413
49500,0.005346028575951413
49600,0.005178820166654149
49700,0.005178820166654149
49800,0.005178820166654149
49900,0.005178820166654149
50000,0.0037486896493981736
50100,0.0037486896493981736
50200,0.0037486896493981736
50300,0.0037486896493981736
50400,0.0037486896493981736
50500,0.0037486896493981736
50600,0.004157682237786496
50700,0.004157682237786496
50800,0.004157682237786496
50900,0.004157682237786496
51000,0.004157682237786496
51100,0.0038938026345119127
51200,0.004157682237786496
51300,0.00399702593551249
51400,0.00399702593551249
51500,0.0033617606590362293
51600,0.0033617606590362293
51700,0.0033617606590362293
51800,0.0033617606590362293
51900,0.0033617606590362293
52000,0.002866601275972523
52100,0.002866601275972523
52200,0.002866601275972523
52300,0.002866601275972523
52400,0.0022639567099526896
52500,0.0022639567099526896
52600,0.0022639567099526896
52700,0.0022639567099526896
52800,0.0022639567099526896
52900,0.0022639567099526896
53000,0.0022639567099526896
53100,0.0022639567099526896
53200,0.0022639567099526896
53300,0.0021231765385850377
53400,0.0021231765385850377
53500,0.0019768029022608786
53600,0.0019768029022608786
53700,0.0019768029022608786
53800,0.0019004559511834088
53900,0.0019004559511834088
54000,0.0019004559511834088
54100,0.0017382398246313232
54200,0.0017382398246313232
54300,0.0016489717566672097
54400,0.0016489717566672097
54500,0.0016489717566672097
54600,0.0016489717566672097
54700,0.0015273216067597758
54800,0.0014342300810832194
54900,0.0014342300810832194
55000,0.0014342300810832194
55100,0.0014342300810832194
55200,0.0014153736794425755
55300,0.0012004190745919087
55400,0.0012004190745919087
55500,0.0012004190745919087
55600,0.0011291523883592074
55700,0.0011291523883592074
55800,0.0011291523883592074
55900,0.0011291523883592074
56000,0.0011291523883592074
56100,0.0011291523883592074
56200,0.0010974632165935236
56300,0.0011291523883592074
56400,9.524760238943084E-4
56500,9.524760238943084E-4
56600,9.362834064506922E-4
56700,9.287741576072138E-4
56800,9.287741576072138E-4
56900,9.287741576072138E-4
57000,8.415063231360253E-4
57100,8.415063231360253E-4
57200,7.804304879160329E-4
57300,7.804304879160329E-4
57400,7.804304879160329E-4
57500,7.804304879160329E-4
57600,7.969705562304393E-4
57700,7.969705562304393E-4
57800,7.969705562304393E-4
57900,6.916707265370766E-4
58000,6.916707265370766E-4
58100,6.916707265370766E-4
58200,6.916707265370766E-4
58300,6.858030351396754E-4
58400,6.757823951997985E-4
58500,6.757823951997985E-4
58600,6.757823951997985E-4
58700,6.757823951997985E-4
58800,5.693654978055822E-4
58900,5.693654978055822E-4
59000,5.374791034136297E-4
59100,5.374791034136297E-4
59200,5.131647195514804E-4
59300,5.131647195514804E-4
59400,5.131647195514804E-4
59500,5.131647195514804E-4
59600,5.131647195514804E-4
59700,4.749613919832814E-4
59800,4.6789305904233774E-4
59900,4.6789305904233774E-4
60000,4.6789305904233774E-4
60100,4.6789305904233774E-4
60200,4.6789305904233774E-4
60300,4.588118988817542E-4
60400,4.588118988817542E-4
60500,4.068985364253026E-4
60600,4.068985364253026E-4
60700,4.068985364253026E-4
60800,3.4322151352106714E-4
60900,3.6399191947811407E-4
61000,3.6399191947811407E-4
61100,3.6399191947811407E-4
61200,3.3171272932741764E-4
61300,3.3171272932741764E-4
61400,3.3171272932741764E-4
61500,3.3171272932741764E-4
61600,3.3171272932741764E-4
61700,3.3171272932741764E-4
61800,3.176698841774608E-4
61900,3.176698841774608E-4
62000,2.5476733752331863E-4
62100,2.5476733752331863E-4
62200,2.283066762526004E-4
62300,2.2688845606320325E-4
62400,2.2688845606320325E-4
62500,1.774193323246125E-4
62600,1.774193323246125E-4
62700,1.774193323246125E-4
62800,1.774193323246125E-4
62900,1.727929034923107E-4
63000,1.727929034923107E-4
63100,1.727929034923107E-4
63200,1.635480076117347E-4
63300,1.2832710556097003E-4
63400,1.2832710556097003E-4
63500,1.2832710556097003E-4
63600,1.3842897081454194E-4
63700,1.3842897081454194E-4
63800,1.3842897081454194E-4
63900,1.3676974739081934E-4
64000,9.169192413743209E-5
64100,9.169192413743209E-5
64200,9.169192413743209E-5
64300,9.169192413743209E-5
64400,9.169192413743209E-5
64500,9.169192413743209E-5
64600,9.169192413743209E-5
64700,9.169192413743209E-5
64800,8.634917336486142E-5
64900,6.603143944990038E-5
65000,6.603143944990038E-5
65100,6.603143944990038E-5
65200,6.603143944990038E-5
65300,5.4503982807581225E-5
65400,5.4503982807581225E-5
65500,5.4503982807581225E-5
65600,5.4503982807581225E-5
65700,5.4503982807581225E-5
65800,5.4503982807581225E-5
65900,5.4503982807581225E-5
66000,5.4503982807581225E-5
66100,3.686539855082199E-5
66200,4.173249679784495E-5
66300,4.173249679784495E-5
66400,4.173249679784495E-5
66500,4.173249679784495E-5
66600,3.8160234003544454E-5
66700,3.7779280735728045E-5
66800,3.7779280735728045E-5
66900,3.291432545204709E-5
67000,3.291432545204709E-5
67100,3.291432545204709E-5
67200,3.291432545204709E-5
67300,3.291432545204709E-5
67400,3.291432545204709E-5
67500,2.899472828112566E-5
67600,2.4699166192097307E-5
67700,2.4699166192097307E-5
67800,2.4699166192097307E-5
67900,2.4699166192097307E-5
68000,2.2698314893470164E-5
68100,2.2698314893470164E-5
68200,2.2698314893470164E-5
68300,2.556974388635035E-5
68400,1.936420941630591E-5
68500,1.6255785693616836E-5
68600,1.6255785693616836E-5
68700,1.6255785693616836E-5
68800,1.6255785693616836E-5
68900,1.6255785693616836E-5
69000,1.8920118756637718E-5
69100,1.8108177510908645E-5
69200,1.0595970097390921E-5
69300,1.0595970097390921E-5
69400,1.0595970097390921E-5
69500,1.0595970097390921E-5
69600,1.0595970097390921E-5
69700,1.0595970097390921E-5
69800,1.0595970097390921E-5
69900,1.0595970097390921E-5
70000,1.0595970097390921E-5
70100,1.0595970097390921E-5
70200,9.449004675654057E-6
70300,9.449004675654057E-6
70400,9.449004675654057E-6
70500,9.449004675654057E-6
70600,9.449004675654057E-6
70700,9.449004675654057E-6
70800,9.449004675654057E-6
70900,9.449004675654057E-6
71000,9.449004675654057E-6
71100,9.449004675654057E-6
71200,9.449004675654057E-6
71300,9.449004675654057E-6
71400,9.449004675654057E-6
71500,9.449004675654057E-6
71600,9.449004675654057E-6
71700,7.583691133790355E-6
71800,7.583691133790355E-6
71900,6.543026177163877E-6
72000,6.543026177163877E-6
72100,6.543026177163877E-6
72200,6.543026177163877E-6
72300,6.543026177163877E-6
72400,6.348788434141099E-6
72500,6.006290002265081E-6
72600,5.505297798990558E-6
72700,5.505297798990558E-6
72800,5.505297798990558E-6
72900,5.40151902429359E-6
73000,5.0475274391220495E-6
73100,5.0475274391220495E-6
73200,5.0475274391220495E-6
73300,5.0475274391220495E-6
73400,4.883030455143796E-6
73500,4.883030455143796E-6
73600,4.084327174264386E-6
73700,4.084327174264386E-6
73800,4.084327174264386E-6
73900,3.5932820428176894E-6
74000,3.5932820428176894E-6
74100,3.5932820428176894E-6
74200,3.5932820428176894E-6
74300,3.5932820428176894E-6
74400,3.5932820428176894E-6
74500,3.5932820428176894E-6
74600,2.737278324231238E-6
74700,2.334531171803518E-6
74800,2.334531171803518E-6
74900,2.334531171803518E-6
75000,2.334531171803518E-6
75100,1.6167389353826884E-6
75200,1.6167389353826884E-6
75300,1.4770999246388553E-6
75400,1.4770999246388553E-6
75500,1.4770999246388553E-6
75600,1.6167389353826884E-6
75700,1.659914322339118E-6
75800,1.659914322339118E-6
75900,1.659914322339118E-6
76000,1.1195475810813797E-6
76100,1.1195475810813797E-6
76200,1.1195475810813797E-6
76300,1.1195475810813797E-6
76400,1.1195475810813797E-6
76500,1.1195475810813797E-6
76600,1.1195475810813797E-6
76700,1.288437443836355E-6
76800,1.288437443836355E-6
76900,1.288437443836355E-6
77000,1.257694772885091E-6
77100,1.012270704774009E-6
77200,1.012270704774009E-6
77300,1.012270704774009E-6
77400,1.012270704774009E-6
77500,1.012270704774009E-6
77600,1.012270704774009E-6
77700,7.656740505673092E-7
77800,7.656740505673092E-7
77900,7.656740505673092E-7
78000,7.656740505673092E-7
78100,7.656740505673092E-7
78200,7.656740505673092E-7
78300,7.656740505673092E-7
78400,7.457280153785461E-7
78500,7.435042339571169E-7
78600,7.435042339571169E-7
78700,6.277531320324199E-7
78800,6.277531320324199E-7
78900,4.491948951043206E-7
79000,4.491948951043206E-7
79100,4.491948951043206E-7
79200,4.491948951043206E-7
79300,4.491948951043206E-7
79400,4.491948951043206E-7
79500,4.491948951043206E-7
79600,4.491948951043206E-7
79700,4.491948951043206E-7
79800,4.345332457700863E-7
79900,4.345332457700863E-7
80000,3.073831914629463E-7
80100,3.073831914629463E-7
80200,3.073831914629463E-7
80300,3.073831914629463E-7
80400,3.073831914629463E-7
80500,3.073831914629463E-7
80600,3.073831914629463E-7
80700,2.9723834478404123E-7
80800,2.9723834478404123E-7
80900,2.9723834478404123E-7
81000,2.9723834478404123E-7
81100,2.9723834478404123E-7
81200,2.9723834478404123E-7
81300,1.8580061428140328E-7
81400,2.1044959972356515E-7
81500,2.1044959972356515E-7
81600,2.1044959972356515E-7
81700,2.1044959972356515E-7
81800,1.9258205992666397E-7
81900,1.9258205992666397E-7
82000,1.9258205992666397E-7
82100,1.9258205992666397E-7
82200,1.9258205992666397E-7
82300,1.9258205992666397E-7
82400,1.9258205992666397E-7
82500,1.9258205992666397E-7
82600,1.313343253359726E-7
82700,1.313343253359726E-7
82800,1.5885947263330467E-7
82900,1.2673961391662238E-7
83000,1.1241022537345163E-7
83100,1.1241022537345163E-7
83200,1.1241022537345163E-7
83300,7.490240383487692E-8
